-93,-1,-282,-59
93,74,32,81
66,-220,76,26
-608,-472,-268,-645
-160,-73,-377,-240
103,-41,-2,-19
-51,-5,-91,22
148,411,191,387
320,-301,101,-380
68,396,337,319
325,297,340,380
380,362,368,363
303,151,235,91
-43,-381,-157,-447
-578,-578,-583,-591
-566,-531,-563,-506
45,317,128,288
303,305,291,241
316,342,221,238
288,208,218,164
158,124,131,78
114,67,41,25
-55,-762,-90,-766
-739,-37,-740,-109
148,146,43,60
9,-423,-95,-86
-464,-404,14,32
-450,-489,60,77
-553,-527,38,-17
-464,-451,-104,-180
-433,-429,-286,-368
-408,-397,-411,-465
-415,-501,-474,-484
-464,-483,-465,-504
-554,-242,-577,-427
-197,-126,-347,-292
-83,-59,-186,-157
-52,-38,-121,-131
-49,-45,-103,-132
-70,-80,-128,-154
-381,-630,-479,-478
-645,-398,-519,-214
-20,-55,-94,-125
-19,149,10,158
203,254,169,215
-295,-225,164,-313
-28,67,-157,40
84,74,71,108
41,-324,104,53
-626,-542,-353,-627
-161,25,-277,61
-133,58,-139,106
242,385,329,300
-220,-104,-400,253
356,293,311,325
356,384,383,391
375,315,361,253
191,2,95,-96
-226,-490,-290,-545
-599,-583,-603,-566
-583,-352,-588,20
211,189,250,188
201,177,192,187
157,114,140,94
112,78,90,40
70,34,1,-14
-19,6,-31,-50
-112,-765,-159,-762
-741,-157,-748,-246
-77,-128,-151,-123
-132,-94,-71,-73
-126,-115,-84,-128
-110,-31,-118,-93
-8,55,-97,-102
84,149,-96,-93
185,175,-73,-71
140,89,-22,81
-101,-509,-43,-514
-476,-447,-482,-476
-491,-506,-534,-438
-455,-407,-395,-327
-393,-395,-269,-268
-391,-349,-304,-284
-299,-235,-283,-275
-197,-271,-330,-417
-422,-456,-444,-526
-449,-164,-384,-201
-171,-109,-211,-79
67,104,40,24
133,144,40,36
117,68,22,62
-261,-104,-121,-298
53,92,-36,67
104,77,79,86
14,-428,49,18
-597,-23,-392,-269
-82,131,-118,173
360,146,350,6
-308,352,-78,425
277,344,307,369
378,385,356,289
316,209,273,163
16,-153,-74,-242
-413,-594,-503,-593
-584,-617,-622,-423
-248,259,179,149
193,181,151,143
167,137,133,93
101,65,72,53
71,7,20,-8
-30,-22,-32,-43
-54,-88,-71,-63
-196,-764,-158,-765
-744,-341,-747,-278
-154,-95,-244,-273
-110,-107,-164,-120
-105,-109,-84,-64
-105,-88,-67,-80
-80,-69,-89,-97
-86,-80,-110,-102
-68,-75,-93,-74
-82,-80,-79,-61
-250,-495,-209,-497
-480,-488,-491,-482
-572,-566,-560,-593
-428,-287,-517,-324
-206,-156,-192,-216
-130,-118,-214,-223
-153,-135,-243,-200
-300,-453,-403,-539
-540,-568,-600,-540
-369,-298,-335,-315
-236,-12,-116,27
-51,-21,-2,-30
-12,1,-27,-16
37,-46,-29,-27
-236,-266,-197,-434
-300,30,-623,-200
62,36,23,-7
85,60,42,89
141,135,120,311
113,137,345,172
280,46,140,4
96,-175,-116,-74
-503,-256,-47,-316
175,288,-560,-246
154,75,125,59
-119,-353,-245,-419
-543,-629,-588,-518
-518,-265,-371,-372
-54,111,-225,1
81,72,43,-4
91,68,16,2
58,37,33,-2
12,-5,-41,-19
-39,-47,-50,-35
-76,-95,48,-17
-183,-762,-167,-762
-745,-216,-752,-243
-175,-407,-149,-136
-604,-546,-365,-614
-455,-346,-655,-664
-258,-179,-664,-644
-116,-89,-600,-551
-75,-73,-457,-381
-66,-74,-288,-191
-87,-86,-128,-172
-187,-472,-196,-429
-485,-488,-454,-482
-548,-552,-558,-471
-529,-424,-403,-333
-335,-252,-305,-352
-254,-280,-330,-289
-267,-311,-288,-438
-527,-572,-551,-601
-612,-472,-571,-422
-342,-289,-340,-309
-11,11,-194,-146
21,0,-159,-171
1,3,-124,-157
10,20,-135,-109
-186,-615,-317,-599
-590,-593,-643,-653
-132,41,-537,-121
27,114,-137,-84
174,364,-61,136
350,252,161,155
58,335,-144,94
90,414,-86,-80
429,317,191,-91
-179,-606,-332,-552
-500,-150,-661,-672
-311,-454,-429,-569
-669,-520,-701,-599
-376,-388,-482,-481
-293,-117,-373,-338
37,-4,-194,-144
19,17,-157,-154
2,-33,-158,-169
-53,-58,-217,-207
-46,56,-112,-94
60,84,-119,-112
-32,-765,-184,-762
